review,ID,리뷰수(유저),평균별점,별점(유저),별점,리뷰수,상호명,주소,감성점수
진짜 맛있다,",",72,4.7,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,2.0
단호박 케이크 흑임자 갸또 무난 하다 맛있다,끼얏호우,762,4.4,4,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,2.0
케이크 종류 다양하다 맛있다 홍차 종류 많다 체리 포레 초코바나나 맛있다,",",430,4.6,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,1.75
엄마 생신 케이크 주문 인데 딸기 케이크 맛집 이라는 에는 이유 있다 들다 ㅠㅠ 나중 다른 케이크 먹다 가보다 싶다 감성 낭낭 오래 앉다 편하다 좌석 이기 까지 하다 벌써 인생 카페 되다 오래 번창 해주다 덕분 좋다 추억 만들다 있다,💪,17,4.1,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,2.0
디저트 먹다 생각 하다 모로 민트 맛있다 뜨겁다 리필 처음 부터 주다 좋다,긴축,354,4.4,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,1.33
딸기 케이크 딸기 짜다 많이 들어가다 가격 비싸다 아깝다 않다 초코 갸또 케이크 평범하다,뀨,44,4.1,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,-1.5
사장 너무 아름답다,입맛까다로운카비,45,2.5,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,2.0
케이크 맛있다,페페펲,13,4.6,5,4.1,67,보연희,서울 서대문구 연희맛로 17-63 2층 (지번) 연희동 190-3,2.0
커피 무난 무난 샌드 맛있다 고구마 먹다 것임 근데 그냥 저렴하다 우유 식빵 이다 가격 의문 자리 불편,5점 잘 안 준다,186,4.0,4,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,0.33
너무 가보다 싶다 위시 리스트 있다 카페 인데 황당하다 먹다 나오다 리뷰 같다 상황 아니다 상당하다 공감 가다 이렇다 남기다 사람 인데 시간 아깝다 적다 들어가다 주문 하고 분만 나오다 커피 내다 주다 대뜸 하다 주말 독서 제한 되다 독서 하다 주말 독서 노트북 제한 되다 읽다 말다 그러면 주말 시간 제한 되다 써다 있다 ㅡㅡㅡ 그러면 시간 제한 써다 보고 들다 오다 혼자 오다 시간 앉다 있다 앉다 테이블 꺼내다 사진 찍다 올리다 놓다 거고 펴다 않다 있다 많이 시끄럽다 분위기 되다 이다 보다 훨씬 먼저 들어오다 사람 많다 커피 분만 주다 대뜸 그렇게 하다 무슨 경우 인가 이다 그렇다 시간 동안 혼자 때리다 되다 수다 뜨다 되다 읽다 안되다 핸드폰 충전 보조 베터리 가져가다 하다 사람 인데 오늘 그렇다 가게 내다 주문 하고 앉다 가게 아무 피해 끼치다 사람 한테 그런 으로 응대 하다 보다 만지다 그림 그리다 그게 무슨 상관 인데 ㅋㅋ 오늘 읽다 시간 치고 갈다 겁니다 라고 하다 아니다 그런 으로 처음 보다 사람 에게 대다 상식 으론 이해 되다 주말 시간 죽치다 노트북 하다 충전 하고 보다 사람 데인 있다 그렇다 뉘앙스 말씀 하다 지금 처음 아직 분도 머물다 않다 전기 쓰다 않다 사람 인데 미리 지레짐작 함부로 하다 라고 하다 건가 자영 업자 힘드다 진상 노이로제 있다 알다 주말 왕창 땡기다 싶다 이해 하고 혼자 오다 시간 이상 있다 같다 동동 조바심 이해 하다 그렇다 혼자 사람 주말 받다 가요 커피 라도 맛있다 분하다 하다 말다 나오다 모르다 미끌거리다 남다 식물성 크림 같다 작다 산도 돼다 사장 신지 모르다 응대 메뉴얼 다시 한번 재고 보다 커피 하다 말다 팔자 피다 사람 아니다 일본 오래 살다 가게 에서 충전 하다 자다 하다 사람 예요 종로 에서 맞다 애먼 사람 기분 잡다 옳다 하다 운영 예요 규칙 하다 주문 하다 정중하다 주시 워딩 똑바로 다시 재고 보다 이란 다르다 다른 예요 팔로워 되다 카페 탐방 사람 오다 그렇게 말씀 하다 거기 머물다 동안 쓸다 많다 그냥 여기 까지만 쓸다 자다 하다 생각 보다 네이버 리뷰 무지 안타깝다 칭찬 써다 늘다 여자 보다 무지 이라는 의미 대다 모르다 처럼 쓰다 무지 이란 생각 하다 같다 단골 이라고 하니 손가락 놀리다 얹다 보다 이해 하다 타인 겪다 부당하다 불쾌하다 부분 가게 다이렉트 피드백 하다 대해 아무 상관없다 당신 가타 부타 하다 자격 있다 에게 칭찬 하든 손바닥 산도 먹다 그건 당신 자유 인데 저격 하다 써다 놓다 모양새 스럽다 여기 보태 넣다 거기 쓸다 없다 정도 인지면 기와 찾아보다 수도 있다 생각 들다 그게 사장 돕다 생각 하다 건방지다 오지랖 식물성 크림 같이 라고 하다 식물성 크림 써다 하다 않다 근데 동물성 크림 쓸다 그런데 그렇게 하다 없이 미끌거리다 남다 ㅋㅋ 식물성 이든 동물성 이든 한없이 먹다 있다 부류 아니다 ㅋㅋ 자다 모르다 많이 가다 먹다 그렇다 ㅎㅎ,coplunne,1,1.0,1,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,-0.31
좋다 케이크 주문 하다 좋다 축하 하다 픽업 완료 음료 주문 하다 조금 앉다 가다 케이크 구매 카페 이용 하다 안내받다 이유 딱하다 설명 받다 나오다 자리 뻔하다 있다 내다 케이크 주문 하고도 카페 에서 음료 하다 시키다 다시다 갈다 같다 평범하다,.,4,2.0,1,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.0
딸기 산도 고구마 산도 미치다 말차 딸기 진짜 맛있다 사장 친절하다 웨이 하다 가치 있다,kiki,62,3.4,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.67
여기 고구마 산도 미치다 ㅠㅠ 평생 파다 가격 비싸다 인데 뛰어넘다,gg,9,4.6,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,-0.5
고구마 산도 평생 판매 해주다,코알라,86,4.1,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,0.0
딸기 산도 안달 맛있다 케익 조각 달다 먹다 사람 인데 산도 하나 순삭 커피 진하다 맛있다,제우스,19,4.8,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.0
분위기 좋다 산도 마싯슴,🛸,189,4.4,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,2.0
디저트 맛있다 사장 맛있다,발터벤야민,17,3.3,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,2.0
커피 정말 맛있다 뜨다 시키다 너무 뜨겁다 수도 있다 얼음 하나 미리 넣다 항상 뜨다 시키다 먹다 허겁지겁 말다 입천장 벗겨지다 사장 배려 덕분 입천장 지키다 있다 감사하다 커피 진짜 맛있다 분위기 너무 좋다,료,9,5.0,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.6
공간 예쁘다 밖에 보이다 풍경 너무 좋다 디저트 맛있다 음료 좋다 화장실 공용 이기다 하지만 냄새 좋다 정말 깨끗하다 사용 하다 불편하다 없다 만족스럽다 쓰다 보다 좋다 가득하다 카페,탐 is fly,12,5.0,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.27
연희동 최고 카페 동네 이렇다 카페 있다 너무 행복하다 디저트 커피 맛있다 메뉴 많이 고심 하다 느끼다 지심 카페 분위기 좋다 사장 친절하다 오래오래 연희동 있다,-,57,3.3,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,2.0
커피 디저트 모두 맛있다 분위기 좋다,H,11,4.5,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,2.0
연희동 숨다 공간 느낌 평일 점심 이후 방문 하다 자리 넉넉하다 쉐어 테이블 의자 편하다 간격 넉넉하다 작업 하다 좋다 같다 하다 가지 아쉽다 음료 대해 바닐라 아이스크림 주문 하다 디저트 메뉴 들어가다 음료 하나 주문 하다 하다 하다 조금 당황 스럽다 가격 일반 음료 메뉴 비슷하다 조금 융통성 없다 느껴지다 바닐라 아이스크림 음료 메뉴 포함 시키다 어떻다 조심 스레 요청 해보다 대부분 아이스크림 음료 같이 먹다 않다 매장 원칙 대해 손님 으로서 크게 왈가 왈부 하다 없다 피드백 정도 부탁드리다 있다 않다 싶다 리뷰 쓰다 ㅎㅎㅎ,메밀소바리,15,3.9,4,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,0.5
판나코타 너무 맛있다 사장 친절하다,맛있으면 우는 원숭이🐒,5,4.6,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,2.0
커피 맛있다 분위기 너무 좋다 피스타치오 딸기 자리다 조금 좁다,박정렬,8,3.0,5,4.4,20,보케,서울 서대문구 연희로 116 2층 201호 (지번) 연희동 135-8,1.0
애니브 옆집 오다 다른 느낌 정말로 디저트 영역 으로도 즐기다 있다 영역 이라고 생각 들다 하다 작다 케이크 애니 케이크 무조건 어른 신용 으로 가져가다 센스 만점 자식 동생 후임 등등 그냥 사랑 듬뿍 받다 이집 역시 시트 크림 데코 가다 일체 되어다 혼자 서도 먹다 하다 이왕 축하 하다 마음먹다 케익 산김 와인 모어 들다 적당하다 가성 샴팡 사서 샴케 하다 그것 천국 이다 여기 제품 카스테라 역시 일류 이다 어리다 어머니 해주다 버전 상위호환 인데 나이 먹다 가면 이런 카스테라 잊다 살다 만나다 되어다 케이크 사면 항상 같이 살다 조합 언제 모으다 자가 소유 책임지다 그치다 케이크 가족 나눔 하다 자가 없다 인생 보다 같다,Mooo,17,5.0,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.86
롯데 백화점 에서 미니 딸기 케이크 피스타치오 베리 이름 뭐더 케이크 먹다 맛있다 성탄절 케이크 낙점함 연희 픽업 하다 찾아가다 종류 다양하다 마음 들다 피스타치오 베리 케이크 있다 얼그레이 들어가다 조각 케이크 이름 취향 자다 맞다 작다 크기 대비 비싸다 가격 다소 부담스럽다 하지만 자고로 맛있다 음식 아끼다 안되다 뿐더러 요즘 케이크 가격 전반 물가 너무 올라서다 디자인 가격 이면 나쁘다 않다 생각 하다 먹다 조각 케이크 먹다 애니 케이크 하나 먹고다 남다 개인 으로 쇼트 케이크 보단 무스 케이크 추천 맛있다 한데 쇼트 케이크 정도 하다 있다 가게 만의 개성 담다 무스 케이크 들다 보다 케이크 맛집 찾다 삼만 중이 라면 바로 여기 이다,ㅇㅈㅎ,41,3.7,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.5
맛있다 매장 정말 깔끔하다 좋다,됴,96,4.1,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
모양 이쁘다 생각 보단 별로 이다,platonic,179,3.7,2,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,1.0
스트로베리 인데 가격 비싸다 같다 그치다 어디 선물 주거 하다 이용 하다,파인트리,25,4.1,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,-2.0
최근 가다 디저트 가게 에서 가장 만족하다 나오다 무스 라는 생크림 케이크 먹다 무스 훨씬 맛있다 비싸다 요즘 웬만하다 가게 정도 하다 그냥 그렇다 려니 하고 먹다 테이크아웃 위주 건지다 자리 몇개 없다 기도 하고 마저도 엄청 불편하다 확실하다 단점 이지만 맛있다 참다 다른 메뉴 먹다 두세 번은 가보다 싶다 무스 좋아하다 사람 이면 만족하다 같다 가게 카스테라 가격 대비 평범하다 그리고 애플파이 들다 애플파이 진짜 황송 하다 정도 맛있다,3점부터나쁘지않은가게,112,3.4,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.8
케이크 너무 맛있다 예쁘다 친절하다 분위기 좋다 최고,수박러버,7,4.9,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
여기다 무조건 상큼,접이식사다리,44,3.5,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.0
호강 하다 비쥬 고급 케잌 입안 에서 느껴지다 부드러움 반함 친절하다 직원 세다 설명 다섯 가을 가다 싶다 애니,bar none,13,3.8,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
케이크 하나 이어서 평가 하다 애매하다 생각 보다 놀라다 정도 아니다 만원 안되다 가격 생각 하다 나쁘다 않다 싶다 하다 다른 보고 평가 수정 거나 하다 하다 같다,두눈을감고 두귀를막고,180,3.4,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,-2.0
디자인 정말 예쁘다 그런데 먹다 실망하다 크림 깔끔하다 느끼하다 텁텁 하다 시폰 부드럽다 않다 기다 선물 거나 분위기 내기 좋다 미각 기기 많이 아쉽다 수준 이네,이홍규,279,3.8,3,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.29
바닐라 무스 아래 타르트 반죽 낭시 처럼 쫀쫀해 식감 좋다 반면 피스타치오 크림 조금 느끼하다 다음 방문 하다 다른 먹다 보다,원창,4,4.8,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.0
번째 사진 피스타치오 먹다 크림 재질 미치다 고소하다 고급스럽다 존맛 카페 에서 먹다 너무 맛있다 포장 하다 가다 ㅎㅎ,혼자 2인분 먹음,28,4.6,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,1.67
딸기 케이크 예약 주문 하다 정말 고급 스럽게 예쁘다 촉촉하다 맛있다,뉸,142,4.0,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
케이크 맛있다 가족 에게 선물 하고 싶다 맛집 이다 많다 간다,마이마이,13,4.8,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
미스터리 패션후르츠 초코 조합 어울리다 싶다 밸런스 맞다 진짜 어울리다 블랑 맞추다 먹다 넘다 재밌다,먹먹,7,4.1,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
종류 많다 맛있다 친절하다,ㄱ유진,12,4.9,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
연희동 디저트 소문나다 가보다,불란서부루독꾸,163,3.4,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.0
진짜 예쁘다 맛있다,띠노랑딩이랑진돌,112,3.6,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
애플파이 찌다 진짜 분위기 좋다 넘다 좋다 먹다 싶다 예쁘다 아이 가득가득 말다 자주 가다,이미경,7,4.6,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
진짜 맛있다 강북 에서 있다 케이크 맛집 이고 대부분 케이크 신맛 으로 들어가다 있다,pomme,21,4.4,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
인스타 에서 보고 가다 즐겁다 디저트 먹다 보다 절대 없다 얘기 아니다 무난 느낌 너무 맛있다 웃음 나오다 아니다,우앙,37,4.1,3,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,-0.2
이렇다 가격 있다 무스 케이크 좋아하다 자주 먹다 에서 이에요 원래 가다 가게 자다 알다 여기다 홍대 가면 일부러 라도 걸다 가다 완전 강추,💪🏻💪🏻,50,3.7,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,1.0
맛있다 디저트 하나 하나 정성 들어가다 느끼다,지희,239,2.6,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
깡총깡총 테이크아웃 하다 카스테라 맛있다 어디 갈다 선물 사가다 좋다 사진 무화과 어쩌구 말리다 무화과 여서 많이 달다,맛있으면 깡총,10,4.0,4,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
연희동 에서 디저트 신흥 떠오르다 있다 애니 제인 빠지다 애니브 채우다 ㅎㅎ 디저트 종류 정말 많다 디저트 맛있다 신제품 설명 파티 해주다 즐겁다 음미 하다 자다 먹다 방문 하고 싶다 장소 에요 단점 의자 받다 없다 오랜 시간 머무르다 힘들다 디저트 먹다 일어나다,봄날의 고양이,19,4.1,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,0.71
친절하다 맛있다 재미있다 디저트,맛있는건최고야,14,3.4,5,4.6,36,애니브 연희점,서울 서대문구 연희로11가길 8-8 1층 (지번) 연희동 129-6,2.0
개성 주악 정말 맛있다 가격 비싸다 편이 지만 그래도 않다 기름 많다 않다 여러 먹다 질리다 같다 양갱 맛있다 화과자 매월 마지막 판매 하다 대요 화과자 먹다 오다,김희준(hailey),168,3.2,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,0.67
너무 따뜻하다 맛있다 개성 주악 이다 운영 시간 한정 이라 아쉽다 최고 이다,김소민,2,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.2
차도 맛있다 호두 과도 맛있다,anime,13,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
사장 너무 친절하다 분위기 좋다 다시 가다 가게 예요 질리 않다 계속 먹다 있다,냐허,13,4.1,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
너무 맛있다,leems,4,4.3,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
가야 이유 김은정 명인 약과 차분하다 공간 에서 즐기다 있다 이유 여느 찻집 처럼 조용하다 않다 커피 주악 양갱 자체 블렌딩 원두 내리다 필터 커피 많이 쓰다 않다 밸런스 있다 주악 백화점 에서 사먹다 보다 크기 크다 않다 양갱 쫀득 느낌 덜하다 가다 있다 단맛 그대로 느껴지다,SOL,"4,422",3.3,4,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.5
사진 없다 사장 분다 너무 친절하다 개성 주악 화과자 너무 맛있다 먹다 화과자 시키다 먹다 쫄깃 달달 하지만 너무 하다 않다 좋다 인테리어 아기자기하다 힐링 제대로 하다 가다,먹기위해산다,4,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.17
사장 너무 친절하다 개성 주악 너무 맛있다,곰순맘,17,4.9,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.67
희다 토끼 파란 화과자 사르다 가다 비다 오다 고생 많다 준비 하다 동안 들다 주신 개성 주악 너무 맛있다 공짜 먹다 되다 으로 고민 하다 감사하다 다음 에도 갈다,파란바다,6,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.6
개성 주악 검색 하다 많이 들다 누르다 보다 같다 한창 지금 인기 있다 많다 에서 무니 없다 가격 부르다 근데 여기다 가격 합리 이고 개성 주악 쫀득하 너무 맛있다 크기 크다 시럽 찐득하다 않다 먹기 편하다 멀리 오다 덥다 엄청 나다 사장 께서 얼음 주시 앉다 먹다 해주다 너무 감사하다 ㅠㅠ 추하다 다음 가다 오픈 일이 가시다 요일 자다 확인 하고 가세,악셀,10,2.5,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,0.73
여기 진짜 괜찮다 요즘 주악 약과 같다 한과 디저트 유행 던데 웨이 기다 에서도 여기 보다 에드 아직 가보다 연희동 갈다 마다 들르다,이무현,2,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.0
곶감 이랑 개성 주악 모두 완벽 너무나 기분 좋다 티타임 이다 다만 올라가다 계단 왠지 위험 해보다 조금 무서움,맛있구나,"1,429",3.7,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,0.33
쑥차 개성 주악 개성 주악 먹다 정말 바삭 쫀득 하고 달콤하다 ㅠㅠ 넘다 극락 이에요 장님 들다 너무 친절하다 호두 서비스 받다 완전 독해 에는 사먹다 쑥차 너무 너무 오늘 너무 행복하다 시간 보내다 해주다 감사하다 전혀 비싸다 생각 되다 않다 ㅎㅎ,삥,7,4.1,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.0
전통 디저트 보다 있다 희소성 있다 실내 인테리어 아담하다 차분하다 음료 차등 대한 설명 친절하다 곁들이다 하고 소담 카페,희,9,4.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
다음 화과자 먹다 보다,자철,2,4.5,4,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,0.0
전통 디저트 너무나 귀엽다 표현 카페,Foodie,13,4.1,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
화과자 너무 이쁘다 맛있다 좋다 혼자 조용하다 오다 화과자 먹다 좋다 같다,🐻,64,1.3,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,2.0
주악 이며 약과 보물 같다 이네 ㅜㅜ 약과 진짜 파이 처럼 파삭 사르르 녹다 멀리 갈다 필요 없다,송하린,21,4.7,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,-1.0
주악 존맛,@@,7,4.4,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,0.0
새롭다 오픈 이라 혼자 가보다 개성 주악 진짜 맛있다 커피 직접 핸드 드립 으로 내다 좋다 방문 의사 완전 있다,상그지,1,5.0,5,4.9,21,감과당,서울 서대문구 증가로 24 2층 (지번) 연희동 95-38,1.67
다시 방문 하고 싶다 인가요,냠냠,22,3.0,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
들어오다 알바생 인사 없이 빨다 쳐다보다 커피 까맣다 태우다 되다 정도 태운 맛임 오스 크다 타다 엄청나다 소방관 오다 끄다 야하다 같다,아리,135,3.1,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
장점 넓다 까지 있다 남녀 화장실 분리 콘센트 많다 창가 유리 크다 단점 와이파이 구림 에선 거의 터지다 가끔 먹통 있다 남자 화장실 소변기 내려가다 문제 째다 고치다 악취 따뜻하다 음료 매장 에서 먹다 종이컵 담다 금방 식음,털이많은편,62,3.6,3,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",1.17
콘센트 막다 두다,콧잔등,101,3.7,3,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
친절하다 해주다,j,13,2.5,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",2.0
화장실 냄새 너무 많이 오다 안되다 공간 넓다,김휘재,28,3.6,2,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
장가 포장 봉투 담다 모르다 라떼 에요 ㄹㅇ 입도 먹다,ㅎㄴ,8,3.1,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
에어컨 에서 냄새 너무 나요 바람 직빵 자리 인데 마스크 끼다 지옥,형석,8,3.1,3,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-2.0
넓다 저가 커피 매장 크다 이라서 자주 오지 여자 화장실 이렇게 관리 되다 남자 화장실 소변기 물이 내려가다 저녁 과장 하고 화장실 가면 순간 아프다 정도 암모니아 냄새 심하다 소변기 고치다 제발 얼마나 하다 그게 아깝다 알바 오후 널널 시간 많다 그때 하다 물이 라도 뿌리 라고 아무리 싸다 기본 하다 ㅠㅠ,멀로,47,3.4,2,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-0.17
컵홀더 없다 주지 하다 이야 막걸리,André,134,3.4,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-1.0
전기 쓰기 가장 편하다,한승규,1,5.0,5,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",2.0
불친절 더럽다 장소,So far so good,2,3.0,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-2.0
겨울 되다 주변 카페 제일 따뜻하다,HMM대주주,790,3.4,5,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",2.0
마감 시간 가다 남자 아르바이트 인지 직원 인지 모르다 서비스 정신 매우 부족하다 보이다 말투 부터 공격 이고 다시다 가다 않다 서비스 종사 하다 맞다 서비스 정신 갖다 하다,💀,2,2.0,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-1.0
진짜 커피 맛없다 예전 민트 프라 이렇다 괜찮다 따뜻하다 라떼 시키다 하다 모금 말다 후회 이다,끼요르히,155,3.8,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
어떻다 모르다 와이파이 최악 이다 오다 싶다 않다,boogiwoogii,51,4.0,2,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-2.0
서비스 최악 직원 교육 엉망 월급 안주 재료 다루다 무성의,풀컨,94,2.4,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-2.0
본인 말다 커피 만들다 손님 커피 만들다 맞다 가요,구너,7,1.0,1,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",0.0
음료 분위기 괜찮다 티비 메뉴 나오다 마다 울리다 소리 너무 거슬리다 ㅋㅋㅋ 소리 너무 커서 공부 하다 최악 이다 대화 나누다 흠칫 놀라다 끊기다 그리고 화장실 더러 조리퐁 프라 먹다 오다 다시다 오다 같다 ㅋㅋㅋ,심수연,14,3.5,2,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-0.67
음료 나오다 걸리다,일,2,3.5,2,2.2,22,메가MGC커피 연희점,"서울 서대문구 연희로 98 1,2층 (지번) 연희동 187-47",-1.0
보단 있다 커피숍,winter,42,3.9,4,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",0.0
사실 가격 에바 분위기 괜찮다 좋다 갈다,먹는게삶의낛,52,3.8,5,4.7,17,시도플레이스,"서울 서대문구 연희맛로 7-7 1,2층 (지번) 연희동 192-9",1.5
